Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
20000,7/3/2007,Help Me Pay Debt and Live Life again!!!,647,25.32%,554xx,MN,1 year,0
500,7/4/2007,dm210,567,28.96%,207xx,MD,< 1 year,0
4000,7/4/2007,kktally,473,4.13%,300xx,GA,1 year,0
15000,7/4/2007,Bud84clt,598,12.46%,245xx,VA,7 years,0
1000,7/4/2007,burdahgirl,607,36.42%,303xx,GA,< 1 year,0
5000,7/4/2007,sonyshox23,492,9.19%,802xx,CO,3 years,0
925,7/4/2007,sdawn07,0,13.20%,802xx,CO,< 1 year,0
25000,7/4/2007,finny311,667,45.60%,100xx,NY,1 year,0
7500,7/4/2007,CSM72,430,16.19%,441xx,OH,4 years,0
2000,7/4/2007,garyhanna,546,23.23%,191xx,PA,3 years,0
5000,7/4/2007,PopStarChic,507,23.52%,480xx,MS,< 1 year,0
1000,7/4/2007,makewild13,469,1.32%,778xx,TX,1 year,0
10500,7/4/2007,farrowm,612,32.61%,138xx,NY,1 year,0
4000,7/5/2007,Mac101,567,35.49%,200xx,DC,< 1 year,0
4500,7/5/2007,Mikri,554,4.72%,142xx,NY,5 years,0
2500,7/5/2007,ypastor,549,37.58%,437xx,OH,4 years,0
8000,7/5/2007,Meems,561,6.07%,200xx,DC,< 1 year,0
2500,7/5/2007,missreese,566,19.40%,383xx,TN,10+ years,0
5000,7/5/2007,newdeal80,592,16.33%,681xx,NE,5 years,0
4000,7/5/2007,mrhe,578,0%,021xx,MA,2 years,0
2000,7/5/2007,weazley,656,12%,980xx,WA,2 years,0
1500,7/6/2007,challenger73,669,23.20%,473xx,IN,10+ years,0
500,7/6/2007,hotelie2011,635,1.86%,022xx,MA,< 1 year,0
1000,7/6/2007,mrscott01,535,25.50%,328xx,FL,< 1 year,0
1000,7/6/2007,felise32,418,0%,641xx,MO,< 1 year,0
9825,7/6/2007,acordars,576,14.28%,926xx,CA,2 years,0
1000,7/6/2007,phlsphrwrt,526,0%,531xx,WI,1 year,0
5000,7/6/2007,jabruzzese,570,21.06%,930xx,CA,6 years,0
8000,7/6/2007,Pomegranate,609,27%,402xx,KY,< 1 year,0
1000,7/7/2007,svbennett20,618,266.67%,357xx,AL,< 1 year,0
1000,7/7/2007,jennbuggisbroke,0,0.34%,304xx,GA,< 1 year,0
25000,7/7/2007,Antgrant27,494,13.92%,088xx,NJ,1 year,0
15000,7/7/2007,dwelters,473,8.25%,326xx,FL,7 years,0
3000,7/7/2007,jake2089,698,35.79%,080xx,NJ,< 1 year,0
2500,7/7/2007,tony1976,574,21.17%,300xx,GA,< 1 year,0
2500,7/7/2007,jamal69,493,23.88%,354xx,AL,< 1 year,0
1000,7/7/2007,BgBoye,454,1.98%,190xx,PA,< 1 year,0
2000,7/7/2007,Krys1019,588,0%,076xx,NJ,< 1 year,0
1000,7/7/2007,stush1021,525,0.89%,117xx,NY,< 1 year,0
2500,7/7/2007,kg05,0,0%,330xx,FL,< 1 year,0
25000,7/7/2007,jmott428,541,1.92%,156xx,PA,1 year,0
8300,7/7/2007,JudithAnn7244,592,24.95%,660xx,KS,7 years,0
500,7/7/2007,kimmy4lsu,469,16.37%,708xx,LA,< 1 year,0
1000,7/7/2007,Summer Semester Help,553,8.27%,981xx,WA,< 1 year,0
2000,7/8/2007,naomicastillo,504,0%,606xx,IN,1 year,0
10000,7/8/2007,carlos_sarmiento,493,14.12%,331xx,FL,10+ years,0
3500,7/8/2007,ladybuggs,492,4.54%,750xx,TX,1 year,0
5000,7/8/2007,caseyj25,512,21.68%,806xx,CO,4 years,0
6000,7/8/2007,youngbizman,606,9.94%,374xx,TN,< 1 year,0
3000,7/8/2007,mom2gjs,565,3.25%,664xx,KS,< 1 year,0
12000,7/8/2007,Robzilla,620,2.04%,276xx,NC,3 years,0
16000,7/8/2007,iluvjesus,440,2.48%,301xx,GA,2 years,0
5000,7/8/2007,andrea1125,454,6.38%,339xx,FL,1 year,0
5000,7/8/2007,treyduffy,483,8.04%,537xx,WI,< 1 year,0
10000,7/9/2007,renornotty,477,0%,551xx,MN,< 1 year,0
6000,7/9/2007,jchristmn,637,23.43%,681xx,NE,1 year,0
5000,7/9/2007,frenchy,496,44.17%,326xx,FL,< 1 year,0
5000,7/9/2007,devon_craig,527,12.62%,227xx,VA,1 year,0
12000,7/9/2007,fbg,429,245.63%,708xx,LA,3 years,0
20000,7/9/2007,studiob,570,38.06%,762xx,TX,3 years,0
1000,7/9/2007,Blckdhliagrl,703,0%,727xx,AR,< 1 year,0
20000,7/10/2007,skiman40,553,7.12%,730xx,OK,10+ years,0
10000,7/10/2007,Richard0716,603,43.26%,331xx,FL,4 years,0
2500,7/10/2007,voteforeric,599,0%,841xx,UT,1 year,0
3000,7/10/2007,Mr.Mesofly,547,1.97%,112xx,NY,< 1 year,0
1000,7/10/2007,big_nour,487,16.32%,554xx,MN,1 year,0
1000,7/10/2007,bluewarrior07,523,7.17%,282xx,NC,2 years,0
3000,7/10/2007,strivingforward,0,0%,325xx,FL,< 1 year,0
10000,7/10/2007,bigredone,480,12.17%,439xx,OH,10+ years,0
3000,7/10/2007,kymberly,510,23.96%,054xx,VT,2 years,0
3000,7/10/2007,welderman,0,0%,415xx,KY,1 year,0
1000,7/10/2007,Twofast4u12,567,9.69%,541xx,WI,1 year,0
4500,7/10/2007,KevinT,482,82.38%,282xx,NC,< 1 year,0
3500,7/11/2007,csh0430,533,0%,301xx,GA,10+ years,0
2500,7/11/2007,rootsrundeep,541,0.30%,474xx,IN,< 1 year,0
1000,7/11/2007,CBear,600,14.16%,740xx,OK,< 1 year,0
5000,7/11/2007,aebennett,530,5.20%,741xx,OK,2 years,0
4500,7/11/2007,dvermulm,623,8.02%,681xx,NE,< 1 year,0
2500,7/11/2007,JEW0831,465,0.62%,284xx,NC,< 1 year,0
8000,7/11/2007,Keyoung,543,6.36%,215xx,MD,7 years,0
6000,7/11/2007,km36,524,31.63%,463xx,IN,< 1 year,0
5000,7/12/2007,patval,549,21.49%,451xx,OH,1 year,0
15000,7/12/2007,Consolidating,639,15.76%,958xx,CA,10+ years,0
1000,7/12/2007,MiMi77,435,10.03%,346xx,FL,1 year,0
8000,7/12/2007,Alex R,610,11.47%,100xx,NY,1 year,0
5000,7/12/2007,Erynnesmom,455,28.14%,775xx,TX,8 years,0
5000,7/12/2007,Jesseandshanon,451,32.81%,775xx,TX,10+ years,0
10000,7/12/2007,Wendigo,472,33.05%,537xx,WI,< 1 year,0
20000,7/12/2007,amaury73,646,8.92%,331xx,FL,2 years,0
15000,7/12/2007,stacyby,519,13.76%,100xx,NY,3 years,0
2000,7/12/2007,max1991,451,6.89%,054xx,VT,8 years,0
7000,7/12/2007,dulcinea2007,471,16.22%,330xx,FL,< 1 year,0
4500,7/13/2007,theteeshirtlady,475,2.95%,270xx,NC,1 year,0
5000,7/13/2007,markf78,644,11.77%,226xx,VA,< 1 year,0
14000,7/13/2007,TopVetTech,607,0%,168xx,PA,7 years,0
25000,7/13/2007,insurance needs capital to relocate /pur,697,15.17%,134xx,NY,7 years,0
2300,7/13/2007,chrissy,448,6.24%,481xx,MI,9 years,0
1500,7/13/2007,avalancheroy33,455,9.57%,479xx,IN,< 1 year,0
5500,7/13/2007,akademiks,0,1.34%,072xx,NJ,< 1 year,0
2000,7/14/2007,jb1552,625,18.86%,730xx,OK,4 years,0
3500,7/14/2007,daniel09,0,0.60%,322xx,FL,< 1 year,0
8000,7/14/2007,jcouch,601,10.01%,473xx,IN,3 years,0
1000,7/14/2007,butcherboy220,609,20.19%,334xx,FL,10+ years,0
2000,7/14/2007,ecs11,592,13%,131xx,NY,2 years,0
1500,7/14/2007,Crystopher,493,0%,325xx,FL,< 1 year,0
12000,7/14/2007,coppert,556,4.43%,114xx,NY,10+ years,0
4500,7/14/2007,medicalgirl1981,604,6%,212xx,MD,1 year,0
500,7/14/2007,joycespowell76,556,1.92%,275xx,NC,1 year,0
15000,7/15/2007,cindercell914,526,10.57%,301xx,GA,< 1 year,0
3000,7/15/2007,AskMatt,651,28.42%,980xx,WA,< 1 year,0
3000,7/15/2007,EduYankee,588,24.65%,301xx,GA,< 1 year,0
3000,7/16/2007,southfloridian,550,0%,331xx,FL,1 year,0
6000,7/16/2007,Coffeelovr5,428,11.49%,441xx,OH,< 1 year,0
5000,7/16/2007,LAO0911,496,18.33%,631xx,MO,< 1 year,0
8000,7/16/2007,wncgirl,623,29.57%,287xx,NC,8 years,0
15000,7/16/2007,Etrader77,637,4.14%,434xx,OH,3 years,0
15000,7/16/2007,KeeperEF,640,30.52%,300xx,GA,2 years,0
5000,7/17/2007,AngelMeagan,473,31.45%,685xx,NE,< 1 year,0
3000,7/17/2007,morgansuzi,417,13.47%,282xx,NC,1 year,0
2000,7/17/2007,Consolidate credit cards,593,54.35%,681xx,NE,< 1 year,0
5000,7/17/2007,whitpop85,455,17.44%,477xx,IN,3 years,0
25000,7/17/2007,cbowman,0,0%,402xx,KY,1 year,0
12000,7/17/2007,joshj0829,554,18.65%,193xx,PA,4 years,0
2000,7/18/2007,$~KING~$,511,29.13%,333xx,FL,< 1 year,0
7000,7/18/2007,streetforce1,482,0%,100xx,NY,< 1 year,0
3000,7/18/2007,Cute N Cuddly Couple Need Moving Help,570,18.75%,840xx,UT,< 1 year,0
4750,7/18/2007,Want to attend college,618,5%,024xx,MA,< 1 year,0
6000,7/18/2007,Expanding21,545,0%,112xx,NY,4 years,0
2000,7/18/2007,Cushie,536,10.63%,986xx,WA,1 year,0
4000,7/18/2007,HELP!!,420,5.98%,606xx,IN,< 1 year,0
2000,7/18/2007,"I'm working on building up my credit and looking to pay a few credit cards off. These interest rates are high, and I'm basically throwing away money every month on monthly fees, membership fees, annual fees, and high interest. Would love to just consolidate, get them paid off once and for all and close the accounts",647,19.98%,440xx,OH,1 year,0
600,7/18/2007,Karen Mae,562,2.66%,016xx,MA,1 year,0
1000,7/18/2007,sachinpatel17,589,4.55%,334xx,FL,1 year,0
6000,7/18/2007,Family Funtime - Used Jetboat Purchase,625,7.38%,275xx,NC,10+ years,0
7500,7/18/2007,Nick67,582,8.60%,554xx,MN,< 1 year,0
15000,7/18/2007,tSchulz,577,0.33%,327xx,FL,2 years,0
3500,7/19/2007,Honeymoon Expense,595,0.57%,300xx,GA,1 year,0
1500,7/19/2007,telcor,615,12.65%,770xx,TX,1 year,0
13000,7/19/2007,jenny88,650,14.56%,981xx,WA,10+ years,0
25000,7/19/2007,ksstormhunter,555,24.94%,997xx,AK,10+ years,0
4500,7/19/2007,debbie812,631,10.75%,113xx,NY,10+ years,0
15000,7/19/2007,juannunes,591,14.81%,333xx,FL,2 years,0
1400,7/19/2007,tallchick25,536,0.67%,328xx,FL,1 year,0
1500,7/19/2007,Donlo,529,2.91%,530xx,WI,< 1 year,0
2000,7/20/2007,rgbrock1,478,4.41%,064xx,CT,3 years,0
1700,7/20/2007,caspian915,455,17.67%,112xx,NY,< 1 year,0
2000,7/20/2007,jawbreaker,646,7.25%,748xx,OK,10+ years,0
6000,7/20/2007,melonee80,546,15.66%,227xx,VA,3 years,0
20000,7/20/2007,keishab912,452,25.46%,315xx,GA,3 years,0
7500,7/20/2007,helpourdaughter,623,1.65%,028xx,RI,5 years,0
10000,7/20/2007,lidarkeyes32,614,23.19%,549xx,WI,< 1 year,0
7275,7/21/2007,Lost with a soul.... ,457,2.15%,212xx,MD,3 years,0
7500,7/21/2007,2Be_Pennywise,400,8.16%,212xx,MD,3 years,0
500,7/21/2007,RBinAK,526,21.03%,995xx,AK,< 1 year,0
7500,7/21/2007,mickisue,546,15.41%,551xx,MN,1 year,0
10000,7/21/2007,joshaccardo,592,12.75%,100xx,NY,1 year,0
7000,7/22/2007,eeyore28,0,0%,117xx,NY,1 year,0
3000,7/22/2007,Iteachkids,594,12.86%,201xx,VA,6 years,0
5000,7/22/2007,msmkharmon,518,21.65%,191xx,PA,3 years,0
5000,7/22/2007,jaysun,632,32.96%,206xx,MD,< 1 year,0
10000,7/22/2007,texasrocks,662,29.73%,761xx,TX,1 year,0
500,7/22/2007,Help Please,535,1.10%,088xx,NJ,1 year,0
25000,7/22/2007,BuckTruck,430,11.95%,320xx,FL,1 year,0
2500,7/22/2007,adevens,506,14.53%,532xx,WI,2 years,0
10000,7/23/2007,tejada00,635,14.25%,100xx,NY,2 years,0
1000,7/23/2007,Animaluva,660,85%,334xx,FL,6 years,0
2500,7/23/2007,wolfbabeusa71,0,0%,462xx,IN,< 1 year,0
2000,7/23/2007,NCcarebear,488,14.01%,283xx,NC,2 years,0
25000,7/23/2007,livewealthy,688,22.90%,021xx,MA,1 year,0
17000,7/23/2007,mimi1011,635,74.86%,282xx,NC,1 year,0
600,7/23/2007,bward07,618,14.40%,199xx,DE,< 1 year,0
13500,7/23/2007,teacher1,668,25.25%,233xx,VA,10+ years,0
7500,7/23/2007,Sm-biz owner seeks loan,,100%,891xx,NV,3 years,0
10000,7/23/2007,danomar200,689,47.56%,330xx,FL,2 years,0
25000,7/24/2007,tgrphillips,527,0%,534xx,WI,2 years,0
10000,7/24/2007,candela,711,34.37%,331xx,FL,1 year,0
3500,7/24/2007,flutterjenn,518,0%,282xx,NC,< 1 year,0
1300,7/24/2007,"Recently, I took my automobile to the dealership for a routine check-up.  I ended-up paying nearly $1700 to cover all the work that needed to be done.  Since I am fresh out of college, this is probably one of the worse thing that could have happened right now. This loan will allow me to cover all my basis so that I can pay my other expenses while trying to fill the hole that my car trouble have maid in my pocket.  Your help would be greatly appreciated.",632,11.39%,303xx,GA,1 year,0
7000,7/24/2007,ejohnson39154,680,9%,391xx,MS,10+ years,0
20000,7/24/2007,Sasha,591,30.67%,479xx,IN,3 years,0
3500,7/24/2007,vernsan,663,63.75%,760xx,TX,1 year,0
6000,7/25/2007,maria,654,57.66%,333xx,FL,1 year,0
5000,7/25/2007,maciel,601,56.40%,333xx,FL,< 1 year,0
2000,7/25/2007,paying debt,622,11.60%,077xx,NJ,< 1 year,0
1500,7/25/2007,cjustice,507,31.61%,755xx,TX,5 years,0
3500,7/25/2007,tranpir29,460,13.21%,082xx,NJ,7 years,0
6000,7/25/2007,LacyG,484,569.27%,200xx,DC,10+ years,0
3300,7/25/2007,lacydiva,437,1.57%,071xx,NJ,1 year,0
1000,7/25/2007,balik9201,600,5.12%,151xx,PA,< 1 year,0
3000,7/25/2007,tjhummel7,505,28.40%,544xx,WI,< 1 year,0
7000,7/25/2007,I am looking to consolidate high interest rate credit cards into one monthly payment and a set payoff schedule.  This will save me interest and money monthly.,591,17.29%,681xx,NE,6 years,0
10000,7/25/2007,dtslagle,517,17.34%,465xx,IN,< 1 year,0
3000,7/25/2007,FTL_Torgo,433,6.09%,342xx,FL,2 years,0
1200,7/25/2007,college210,544,19.95%,282xx,NC,< 1 year,0
4100,7/26/2007,urban513,509,3.23%,088xx,NJ,2 years,0
10000,7/26/2007,ajax6677,568,4.44%,547xx,WI,3 years,0
2500,7/26/2007,Omahajohn07,632,18.62%,681xx,NE,1 year,0
10000,7/26/2007,PC,535,0%,910xx,CO,2 years,0
12000,7/27/2007,bmxdmx,0,0%,112xx,NY,6 years,0
3000,7/27/2007,Joe,,16.63%,336xx,FL,2 years,0
5000,7/27/2007,zoebee7001,514,43.44%,010xx,MA,1 year,0
7500,7/27/2007,searching101,554,28.45%,541xx,WI,4 years,0
25000,7/27/2007,rwestmore7,577,17.92%,707xx,LA,2 years,0
1775,7/27/2007,m0e74,547,9.95%,020xx,MA,4 years,0
12000,7/27/2007,mwichmann4,690,9.63%,532xx,WI,< 1 year,0
5000,7/27/2007,MatthewEdwards,705,4.20%,750xx,TX,< 1 year,0
1000,7/27/2007,Sean C.,535,2%,983xx,WA,< 1 year,0
10000,7/28/2007,ErikaAndrea,626,26.87%,276xx,NC,1 year,0
3500,7/28/2007,EricaS,621,92.84%,756xx,TX,< 1 year,0
3500,7/29/2007,ked55,571,5.33%,782xx,TX,9 years,0
5000,7/29/2007,NEED TO pay off LOANS,563,10.82%,921xx,CA,1 year,0
6000,7/29/2007,The purpose of this loan is to take care of my existing tuition balance. Without it I will not be able to register for the upcoming semester of classes. I would need the loan as soon as possible as the school year will be starting in a matter of weeks. It would be a great help. Thank you. ,550,3.29%,065xx,CT,< 1 year,0
6000,7/30/2007,panglin,425,0.48%,297xx,SC,10+ years,0
5000,7/30/2007,dixieboy,466,0%,786xx,TX,< 1 year,0
4000,7/30/2007,kkospender,462,0%,285xx,NC,< 1 year,0
1500,7/30/2007,wmitchell,576,3.98%,711xx,LA,1 year,0
8000,7/30/2007,lafortune96,487,31.87%,180xx,PA,2 years,0
1550,7/30/2007,qunciy_gurl,478,7.93%,323xx,FL,< 1 year,0
7000,7/30/2007,Cleaning up credit and paying off taxes,484,13.25%,537xx,WI,< 1 year,0
5000,7/31/2007,jamphat,628,3.90%,201xx,VA,< 1 year,0
25000,7/31/2007,Great Business Loan,636,65.80%,486xx,MI,1 year,0
5000,7/31/2007,idefygravity81,466,1.75%,802xx,CO,3 years,0
4800,7/31/2007,joecalifornia2002,469,15.93%,950xx,CA,1 year,0
1000,7/31/2007,V-sizzle,680,68%,210xx,MD,6 years,0
9500,7/31/2007,lonesophist,548,0%,775xx,TX,2 years,0
500,7/31/2007,dabigticket31,0,0%,374xx,TN,< 1 year,0
15000,7/31/2007,aceguy,582,2.31%,956xx,MN,< 1 year,0
500,7/31/2007,Trojanman7667,530,0%,122xx,NY,1 year,0
2500,7/31/2007,TXAngel1983,561,23.50%,778xx,TX,< 1 year,0
25000,7/31/2007,Shy256,0,0%,357xx,AL,2 years,0
500,7/31/2007,Ldurfee,492,20.16%,257xx,WV,< 1 year,0
2200,7/31/2007,talktobrent,703,27.60%,551xx,MN,2 years,0
3750,7/31/2007,jaredonline,595,3.36%,857xx,AZ,1 year,0
3500,8/1/2007,JMSpike1875,563,7.53%,801xx,CO,1 year,0
1200,8/1/2007,skcah,557,1.71%,296xx,SC,< 1 year,0
4925,8/1/2007,javatoast,532,1.71%,276xx,NC,1 year,0
2000,8/1/2007,energiemedia,513,6.21%,070xx,NJ,< 1 year,0
2000,8/1/2007,silverferretcu,644,22.17%,070xx,NJ,< 1 year,0
1000,8/1/2007,ryotrellim,636,28.56%,875xx,NM,< 1 year,0
1500,8/1/2007,normlessness,674,32.35%,316xx,GA,< 1 year,0
500,8/1/2007,kodered1984,604,45.08%,321xx,FL,1 year,0
2000,8/1/2007,brokenspoke,440,9.08%,417xx,KY,< 1 year,0
12500,8/2/2007,Bubbasc12,543,26.84%,295xx,SC,6 years,0
15000,8/2/2007,home improvement and security funds,581,0%,333xx,FL,9 years,0
15000,8/2/2007,MattBK,727,32.34%,112xx,NY,1 year,0
25000,8/2/2007,Ken4Christ4ever,702,20.62%,852xx,AZ,< 1 year,0
5000,8/2/2007,Broken Heater/Air Conditioning Units,634,22.51%,951xx,CA,< 1 year,0
14000,8/2/2007,ebrelsford,623,13.48%,065xx,CT,1 year,0
1600,8/2/2007,smochan,427,15.74%,150xx,OH,1 year,0
1000,8/2/2007,JFreeden,495,0%,079xx,NJ,5 years,0
10000,8/2/2007,alexnotov,512,0.88%,112xx,NY,1 year,0
15000,8/3/2007,NicB,639,36.53%,852xx,AZ,< 1 year,0
22000,8/3/2007,searching4u,658,41.86%,068xx,CT,10+ years,0
8000,8/3/2007,darussian12,480,618.70%,786xx,TX,< 1 year,0
2000,8/4/2007,Vjo06,466,17.40%,109xx,NY,< 1 year,0
16000,8/4/2007,lendborrowbhappy,667,37.11%,068xx,CT,8 years,0
5000,8/4/2007,jrw023,476,17.28%,100xx,NY,< 1 year,0
5000,8/4/2007,jrsnifty,493,16.58%,023xx,MA,< 1 year,0
800,8/4/2007,Keyboardman110,0,0%,634xx,MO,1 year,0
500,8/4/2007,Daisan,570,0%,234xx,VA,10+ years,0
20000,8/4/2007,Foxylady,664,8.55%,333xx,FL,1 year,0
10000,8/4/2007,woodcs82,488,24.96%,341xx,FL,< 1 year,0
25000,8/4/2007,janeco,712,84.90%,800xx,CO,10+ years,0
15000,8/5/2007,gopats910,656,45.70%,123xx,NY,3 years,0
1000,8/5/2007,hi i am looking to close,539,7.54%,020xx,MA,4 years,0
25000,8/5/2007,sturzstrom,558,19.32%,207xx,MD,2 years,0
25000,8/5/2007,cranejames,599,16.27%,021xx,MA,7 years,0
2500,8/5/2007,cory2345,624,22.80%,330xx,FL,2 years,0
10000,8/6/2007,justinjscar,569,14.28%,432xx,OH,2 years,0
20000,8/6/2007,creamergc,464,16.78%,439xx,OH,10+ years,0
5500,8/6/2007,imnxdrunk,497,4.05%,070xx,NJ,10+ years,0
1500,8/6/2007,rossdurham,570,18.08%,282xx,NC,< 1 year,0
6000,8/7/2007,PJUDC,648,30.45%,200xx,DC,< 1 year,0
15000,8/7/2007,kari,483,32.50%,312xx,GA,< 1 year,0
15000,8/7/2007,anumoses,525,29.32%,605xx,IL,4 years,0
7000,8/7/2007,anonymous1303,559,5.31%,775xx,TX,1 year,0
1500,8/7/2007,MiMi,520,39.12%,300xx,GA,< 1 year,0
10000,8/7/2007,hnburrell,554,36.71%,119xx,NY,3 years,0
2500,8/7/2007,alienblue2006,0,0%,347xx,FL,< 1 year,0
5000,8/7/2007,ppchildcare,0,0%,119xx,NY,3 years,0
7500,8/8/2007,ecoinsales,529,11.87%,530xx,WI,< 1 year,0
2000,8/8/2007,dasha,577,3.59%,365xx,AL,< 1 year,0
5000,8/8/2007,Dewey,623,51.16%,554xx,MN,10+ years,0
2000,8/8/2007,wade44,533,13.83%,234xx,VA,6 years,0
2500,8/8/2007,Seveneleven13,573,15.90%,130xx,NY,2 years,0
2000,8/8/2007,jgiroux235,565,0.87%,850xx,AZ,1 year,0
9000,8/9/2007,walte123,431,0%,232xx,VA,1 year,0
20000,8/9/2007,swoop70,476,2.23%,178xx,OH,9 years,0
1000,8/9/2007,prkerbny,525,33.86%,197xx,DE,8 years,0
1000,8/9/2007,LanzAustin,627,19.28%,786xx,TX,10+ years,0
12000,8/9/2007,Razorbacks36,570,0%,431xx,OH,< 1 year,0
2000,8/9/2007,KH,556,5.85%,554xx,MN,10+ years,0
1500,8/9/2007,oneals,0,0%,350xx,AL,3 years,0
5000,8/9/2007,videoscan23,634,26.36%,337xx,FL,2 years,0
1550,8/10/2007,Prosper loan,570,6.32%,877xx,NM,2 years,0
7000,8/10/2007,phreakelove,493,7.89%,740xx,OK,2 years,0
5000,8/10/2007,Marvin12,591,6.16%,303xx,GA,1 year,0
1000,8/10/2007,yorkhugo,589,0%,372xx,TN,3 years,0
17000,8/10/2007,pghmatt,616,15.84%,150xx,PA,2 years,0
1000,8/11/2007,deathstr117,427,4.76%,532xx,WI,3 years,0
20000,8/11/2007,jeffratt,622,11.16%,115xx,NY,4 years,0
8000,8/11/2007,MRLN,441,10.39%,069xx,CT,< 1 year,0
7000,8/11/2007,mariale09,582,7.68%,333xx,FL,2 years,0
7000,8/11/2007,Machado,609,0.55%,333xx,FL,2 years,0
10000,8/11/2007,MTM21o83,500,146.40%,782xx,TX,< 1 year,0
1000,8/11/2007,Need Helping Hand,614,3.16%,024xx,MA,1 year,0
20000,8/12/2007,JMG3313,449,13.94%,606xx,IN,2 years,0
5000,8/12/2007,papamac,544,5.40%,339xx,FL,9 years,0
1000,8/12/2007,Songshand,650,4.56%,850xx,AZ,< 1 year,0
23000,8/12/2007,tdb44,658,59.25%,553xx,MN,5 years,0
1500,8/12/2007,k-alex-52,511,0.41%,681xx,NE,3 years,0
10000,8/12/2007,bblboy54,596,7.71%,226xx,VA,2 years,0
5000,8/12/2007,eggfinder,595,5.49%,474xx,IN,3 years,0
1000,8/12/2007,burningbend,582,9999%,236xx,VA,< 1 year,0
3000,8/12/2007,Paying off credit cards/merging consumer,608,15.03%,462xx,IN,1 year,0
8500,8/12/2007,xellz,420,260.28%,712xx,LA,8 years,0
5500,8/12/2007,urbanphoenyx,600,17.97%,100xx,NY,1 year,0
2000,8/13/2007,Entoaggie09,634,0%,778xx,TX,1 year,0
25000,8/13/2007,jim0120,592,19.16%,342xx,FL,4 years,0
3000,8/13/2007,tbrackett,466,36.83%,352xx,AL,3 years,0
10000,8/13/2007,jake,631,25.48%,401xx,KY,6 years,0
10000,8/13/2007,ajstewart19,611,25.15%,301xx,GA,1 year,0
20000,8/13/2007,delosomedia,586,10.50%,275xx,NC,< 1 year,0
20000,8/13/2007,Mardayna,634,9.51%,986xx,WA,1 year,0
5000,8/13/2007,tsmithee2003,661,30.96%,726xx,AR,1 year,0
1500,8/13/2007,Tluu,658,100%,787xx,TX,< 1 year,0
4000,8/13/2007,nemequittepas,511,14.87%,292xx,SC,4 years,0
5000,8/14/2007,footballfan61,477,22.62%,638xx,MO,10+ years,0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
